itemid,property,num_value
60829,575,3390180.0
414247,790,14280.0
94111,790,312960.0
265682,888,1284577.0
80226,888,726612.0
107144,456,147634.0
340250,790,19188.0
174882,790,16800.0
344741,790,99000.0
203839,566,424566.0
340201,790,8400.0
86533,810,228.0
298584,810,1175087.0
232947,719,593897.0
134395,96,204.0
254204,1097,3528.0
191240,790,50280.0
234349,441,1175087.0
392100,508,628176.0
305204,400,639502.0
427889,790,214920.0
329278,663,187.2
360378,888,33576.0
102752,790,5640.0
136812,1056,1144008.0
62511,976,27.6
278417,441,348133.0
8602,631,600.0
338180,671,21.6
301199,790,11760.0
252890,400,424566.0
209439,358,1144008.0
141795,790,76680.0
347472,795,
341443,888,22373.0
302451,586,10317.0
306842,566,3600.0
321495,761,22.68
248239,953,86400.0
57317,663,159.6
36835,202,96.0
440962,784,686768.0
300049,790,14040.0
151788,790,65760.0
397302,771,190776.0
305713,320,12.0
115884,790,42360.0
394286,790,36840.0
307967,177,1206660.0
390286,888,1175087.0
30009,790,10488.0
139373,917,430572.0
393595,400,72.0
464193,888,1956.0
217043,400,639502.0
330346,790,13200.0
450879,658,132000.0
133843,810,1320.0
126345,314,639502.0
250788,790,336240.0
145469,810,1175087.0
48532,19,309206.0
15503,619,3840.0
159524,771,
22668,790,191880.0
392270,790,8160.0
367557,888,924073.0
296396,400,639502.0
256270,790,60000.0
460751,400,639502.0
307124,281,786769.0
26378,900,1029.6
120432,790,499920.0
232281,790,29400.0
20785,790,14640.0
290291,141,12.0
58791,758,48.0
272342,719,593897.0
259913,790,41880.0
124560,1068,10317.0
459426,1066,38.4
147095,965,14400.0
367541,400,424566.0
180570,888,1297729.0
271691,758,48.0
326207,1066,424566.0
234366,790,10080.0
404669,790,22680.0
305882,1066,424566.0
390286,888,728044.0
308774,468,24.0
151241,102,1187104.0
278743,468,24.0
439256,730,1248.0
127609,790,322320.0
344923,888,628176.0
330012,790,14076.0
247667,790,0.0
20238,790,14040.0
58726,400,
197024,720,10317.0
210035,790,265200.0
294098,790,3960.0
336334,441,264.0
241559,810,424566.0
32366,888,625815.0
383569,790,214080.0
279067,104,162224.0
107041,400,424566.0
34520,790,880680.0
20112,900,720.0
205831,936,1187104.0
259487,790,98760.0
223625,790,63240.0
151860,787,360.0
57092,888,924073.0
239208,790,9480.0
300573,790,69960.0
73045,790,22920.0
100058,400,456.0
38774,928,575349.0
273224,790,64680.0
165377,991,12000.0
192478,685,15600.0
194454,790,1200.0
3346,1066,26.4
80000,790,13320.0
58714,991,10317.0
484,790,350640.0
225411,140,840.0
99410,888,4380432.0
70269,796,192.0
157313,790,68640.0
388329,790,350400.0
417911,888,153900.0
333047,790,41880.0
180037,400,
347500,888,350726.0
395225,400,552.0
240348,888,927133.0
39758,1054,180.0
145063,1066,424566.0
360378,202,33576.0
5054,199,12.0
2286,400,336.0
372655,790,104280.0
438779,790,9840.0
409115,790,12840.0
149671,719,12.0
404601,790,44760.0
116674,790,73956.0
148076,790,369720.0
326385,719,12.0
85545,784,686768.0
390286,888,3000.0
297722,917,48152136.0
317823,400,552.0
423248,888,30603.0
16475,888,350695.0
359892,784,686768.0
446610,810,424566.0
286469,790,80400.0
311421,790,45240.0
332173,19,30603.0
194568,917,17736.0
341784,790,51240.0
174566,790,439320.0
287336,790,549408.0
372726,400,416.4
64863,790,119880.0
385430,936,144.0
263398,790,4080.0
35814,400,552.0
264168,790,52656.0
105099,344,628176.0
22966,810,1248.0
370764,771,190776.0
354570,888,784581.0
54544,790,55200.0
234366,790,10080.0
420690,790,269160.0
159442,790,85560.0
180469,177,60.0
115246,631,360.0
266936,790,28800.0
29335,654,145.2
329264,400,424566.0
150561,790,446280.0
336405,790,5400.0
389645,790,5160.0
121235,790,16320.0
139989,790,77640.0
191039,790,178560.0
192644,663,187.2
52644,771,15.6
231697,790,29520.0
384257,964,769062.0
191117,888,832471.0
363007,790,247320.0
225836,283,868781.0
229118,1054,639502.0
93812,719,24.0
187204,790,92280.0
398138,810,3960.0
183564,663,121.2
442684,790,10200.0
130776,415,747438.0
193987,810,1020.0
18013,790,584400.0
357865,997,36.0
205484,888,
85543,790,20328.0
256286,790,27960.0
264681,19,96.0
291554,758,1187104.0
315161,976,1135780.0
116634,888,470876.0
335690,790,942120.0
374070,790,57480.0
191177,400,639502.0
331872,888,1594092.0
456163,790,51000.0
375451,104,3600.0
292849,917,24011928782016.0
57101,790,169080.0
302319,400,
170593,631,988555.0
167589,631,1200.0
60488,790,950460.0
151318,810,
284296,790,0.0
339547,810,424566.0
303290,790,1560.0
431117,1103,2604.0
340203,790,76788.0
362194,761,33.12
50720,1064,628176.0
294733,790,13800.0
153341,758,1187104.0
210236,663,187.2
128367,400,295.2
337639,177,1206660.0
164012,603,1200.0
47790,888,350726.0
130930,11,628176.0
200235,400,639502.0
137641,400,552.0
154376,1060,350726.0
368834,663,145.2
76371,790,21480.0
7096,720,404373.0
431242,258,639502.0
128654,631,988555.0
212841,249,12.0
33708,790,8280.0
434208,663,187.2
362486,726,24576.0
442377,790,104160.0
179908,790,18840.0
282930,790,56400.0
52637,790,23880.0
353410,456,152.4
41267,771,639502.0
89170,790,133320.0
389545,810,
106075,1066,26.4
354189,964,566381.0
281770,790,17400.0
118472,400,639502.0
132891,888,350726.0
285747,790,35520.0
292887,790,73920.0
120707,790,26880.0
36885,790,185040.0
377260,761,33.12
213304,400,552.0
207706,400,552.0
100937,790,105840.0
353410,456,152.4
405126,333,
292517,917,181392.0
158047,888,1187104.0
259840,790,96240.0
301203,790,34320.0
397188,188,3840.0
189721,719,12.0
372396,611,1187104.0
256466,411,1144008.0
259675,790,3600.0
458986,790,515880.0
139019,619,6000.0
391704,495,180.0
63871,221,48.0
1497,1066,38.28
139332,333,
366709,976,1135780.0
108239,400,3420.0
409915,719,593897.0
403783,996,1800.0
15724,19,96.0
163293,719,24.0
436890,790,11400.0
82972,888,1175087.0
110979,663,187.2
415492,400,552.0
454379,810,
349756,810,424566.0
98893,790,766800.0
368788,790,82080.0
36077,283,
106227,771,15.6
236891,566,297.6
438474,888,39768528.0
305699,283,857291.0
47447,790,69000.0
129524,566,331.2
218767,888,1122965.0
263442,566,424566.0
312039,790,95880.0
252802,202,36.0
371028,790,18840.0
228303,333,639502.0
294670,400,639502.0
333000,790,102720.0
23296,790,43200.0
572,400,552.0
272803,888,1186729.0
459556,400,552.0
106125,790,15720.0
216416,790,8760.0
356805,790,91560.0
394552,790,212880.0
398065,790,96960.0
75130,888,1033535.0
49767,400,639502.0
117354,790,51360.0
210038,888,726612.0
296186,790,21624.0
80631,790,24840.0
73189,790,44760.0
14003,19,0.0
236133,719,24.0
327728,771,190776.0
60500,795,3600.0
382646,790,6480.0
403912,125,144.0
393820,790,7920.0
54613,790,149520.0
147424,400,552.0
357460,400,424566.0
191306,566,424566.0
236549,790,106080.0
59663,631,988555.0
461691,810,
207253,710,12.0
60391,888,3060.0
91598,566,189174.0
85651,439,12.0
294571,790,41712.0
39802,790,21960.0
308769,810,1680.0
345443,790,438000.0
94617,575,55284344225724.0
109841,888,557400.0
311496,888,4285308.0
381703,790,236508.0
339041,771,190776.0
200065,761,144.0
56994,790,354000.0
324988,888,1187104.0
159421,139,1161106.0
360355,888,298920.0
253551,888,
31935,888,584849.0
143411,888,481453.0
303371,790,14520.0
285895,888,1154859.0
145330,976,21.6
99463,790,11040.0
274501,917,900504.0
148567,495,216.0
170277,888,15408.0
379017,790,33780.0
39817,790,34560.0
84457,790,178680.0
370026,719,36.0
299796,803,21263.0
146313,790,230400.0
184424,1054,639502.0
168511,790,16200.0
420431,790,4800.0
300641,790,42360.0
56968,790,66000.0
26340,790,114360.0
130841,654,60.0
41671,771,
330581,917,
291458,719,593601.0
250992,400,2700.0
46855,790,180480.0
11883,139,60404.0
228135,566,297.6
404628,400,424566.0
243373,884,15360.0
212247,515,48.0
465749,441,2880.0
52590,790,23160.0
14461,810,
222712,790,213840.0
359987,790,43440.0
252242,400,398.4
165778,790,81600.0
463462,140,1144008.0
330214,790,11520.0
245080,663,121.2
142430,790,162960.0
42704,888,319157.0
123027,400,639502.0
419865,964,1128577.0
126155,929,12.0
121132,314,
77007,917,961076844.0
207240,888,451873.0
309461,790,278880.0
86062,810,
184551,790,25680.0
401487,42,168.0
43285,202,5748.0
298873,283,696.0
273526,279,
345902,199,12.0
405419,202,234276.0
311171,917,96341784.0
122165,400,
349762,1056,3.732
450479,888,48.0
374992,790,14844.0
227592,810,1175087.0
228053,790,3120.0
462583,702,792.0
291203,306,1320.0
4459,619,3000.0
169974,790,184440.0
235005,495,216.0
92681,790,31560.0
269424,790,346440.0
328242,888,628176.0
107653,1054,
351978,1021,1175087.0
190626,790,87516.0
253917,888,249204.0
10649,790,357000.0
293186,888,84.0
102313,790,105360.0
348014,790,281880.0
186257,400,424566.0
1198,468,272976.0
31188,790,10632.0
252402,790,160200.0
438624,790,33840.0
294933,790,9720.0
323229,790,8208.0
33433,671,739952.0
436495,456,76.44
288026,790,54720.0
260674,726,48.0
343267,790,754800.0
104261,306,1085398.0
359995,1066,424566.0
241753,400,720.0
81482,761,190776.0
245591,790,72600.0
335871,720,3600.0
423570,0,24.0
148978,19,12.0
197312,104,10317.0
315195,188,10317.0
42623,790,9720.0
169118,771,15.6
108520,663,168.0
1880,790,309600.0
298466,719,12.0
144469,658,21263.0
289955,603,1440.0
379564,914,924.0
386640,631,988555.0
233676,313,780.0
384570,888,30603.0
293168,888,1151795.0
322599,790,19080.0
193732,790,438120.0
271887,400,424566.0
405933,790,88560.0
465793,423,96.0
37354,790,19200.0
149928,790,4920.0
157295,400,639502.0
400968,888,12.0
193396,790,6360.0
181611,620,664227.0
244344,1054,639502.0
199648,790,17400.0
296186,790,21600.0
303481,400,639502.0
186617,888,139265.0
81180,685,1344.0
225457,964,1128577.0
123787,586,10800.0
321104,888,2287368.0
279592,790,40320.0
441662,761,190776.0
313324,790,52320.0
340799,19,30603.0
163054,1066,28.92
239513,810,264.0
407382,790,132120.0
120346,917,1302708.0
354889,790,5280.0
311213,790,82200.0
169436,663,187.2
114867,761,190776.0
207435,790,77040.0
388287,663,187.2
207446,771,
18194,790,47280.0
381359,790,334440.0
438245,790,106320.0
177252,790,20760.0
461025,917,57730017397056.0
352912,790,12240.0
171439,1066,424566.0
193302,569,12.0
315866,790,167880.0
155512,761,190776.0
61837,790,65640.0
392513,790,4680.0
373903,810,924073.0
355250,0,717520.0
108199,761,495356.0
89930,790,49836.0
8675,917,747105.0
153321,790,34656.0
244571,638,12.0
383549,790,16800.0
348322,810,
242360,566,453.6
199155,631,988555.0
385579,976,28.8
338060,202,2496504.0
240558,790,16560.0
11211,30,0.0
253248,669,300340.0
332050,790,86400.0
126806,790,77760.0
236908,976,21.6
40720,611,545395.0
123622,790,5880.0
417746,441,1380.0
271415,790,60000.0
231925,790,7524.0
135285,102,24.0
133348,663,159.6
310531,790,39600.0
186160,400,424566.0
239769,796,1036892.0
3352,888,36.0
22222,790,69360.0
393427,790,24000.0
275294,790,43080.0
91177,790,16440.0
435700,790,287880.0
69895,569,12.0
226880,441,1248.0
336336,790,10800.0
365969,478,2760.0
393879,104,10317.0
124007,790,43080.0
228139,761,190776.0
405353,790,3120.0
213162,888,961511.0
399529,566,339.6
164130,1075,12000.0
382190,400,424566.0
315451,790,125640.0
421698,790,121080.0
431471,790,560640.0
315090,586,9000.0
126691,663,196.8
370152,19,0.0
388779,964,769062.0
81755,188,900.0
134045,42,258.0
110728,400,
91787,538,628176.0
450015,790,30720.0
256570,1066,424566.0
370622,790,78720.0
383208,19,350726.0
209891,443,1144008.0
150773,784,24.0
153128,810,1752.0
20852,790,104880.0
168778,790,9000.0
245818,758,24.0
453844,566,424566.0
94805,790,40080.0
451078,400,424566.0
231424,566,424566.0
320575,790,14880.0
270590,790,103920.0
22936,790,13200.0
377862,400,454.8
96849,400,639502.0
181366,790,68040.0
22334,888,47160.0
96608,19,36.0
53621,790,10800.0
449080,1084,78.0
10805,845,60.0
51083,790,392160.0
311597,719,36.0
408638,790,2880.0
178921,888,234213.0
113274,771,190776.0
298650,719,36.0
20425,400,424566.0
9185,790,37200.0
50337,803,639502.0
43705,400,2940.0
450525,400,459.6
252407,0,1186610.0
29462,619,3840.0
185405,761,19.44
156182,488,122077.0
270020,202,318029.0
316190,888,3000.0
95948,771,639502.0
149752,790,40680.0
439646,790,1121400.0
258671,790,11880.0
339375,400,424566.0
135507,881,60.0
128668,575,64428.0
342030,888,311176.0
396764,671,8.4
286503,710,742696.0
447574,900,712.8
174640,964,486467.0
139522,888,639502.0
30386,790,7320.0
197460,790,7800.0
412623,790,6840.0
356208,790,19560.0
447717,790,42480.0
285425,719,12.0
367422,790,16800.0
317951,279,3600.0
384271,790,16080.0
304032,1066,424566.0
248888,790,50940.0
435449,991,9600.0
22772,281,30000.0
232164,19,309206.0
4001,803,21263.0
41639,790,24480.0
261263,1066,46.68
135158,663,187.2
156081,658,15600.0
121787,790,109188.0
279091,888,812040.0
265022,790,0.0
283962,441,
186543,1066,424566.0
325584,758,96.0
92960,790,162480.0
384202,1054,96.0
235220,281,360000.0
442374,400,424566.0
381524,888,726612.0
199078,790,157308.0
121550,19,309206.0
383237,19,350726.0
277247,790,3720.0
215887,817,18.0
44226,1054,120.0
57548,790,59880.0
84703,1001,156.0
449830,758,1536.0
327977,810,1175087.0
252782,810,
391045,283,869476.0
400015,790,58920.0
30336,790,23640.0
85730,790,18000.0
196847,0,1186610.0
143428,432,910945.0
406550,790,9480.0
347064,888,1092963.0
127705,790,21480.0
396439,0,934278.0
236210,19,908104.0
127419,199,12.0
326173,671,48.0
92999,790,6600.0
105714,790,316440.0
101674,888,3996.0
243027,790,61200.0
83692,566,329.28
323088,790,130080.0
67611,917,4488120.0
277206,790,73800.0
83863,900,424566.0
422426,964,1128577.0
236605,441,18.0
421812,810,424566.0
170758,888,1233770.0
229724,888,1620.0
97319,202,4439976.0
333141,1025,337002.0
319450,790,57240.0
48310,790,23880.0
138352,761,190776.0
239494,790,72360.0
84063,810,424566.0
240456,6,36.0
351186,790,7188.0
286431,790,0.0
386622,888,309206.0
385500,771,190776.0
216205,888,686768.0
352038,790,339720.0
336000,810,13411.2
5433,790,10680.0
389115,790,18060.0
24670,790,510468.0
409981,790,68040.0
97312,810,628176.0
54725,810,
427805,976,21.6
99090,745,639502.0
234218,790,27960.0
23115,441,424566.0
449925,188,10317.0
218109,719,593897.0
171955,888,388705.0
336554,790,5640.0
340808,790,19680.0
414936,790,738120.0
354070,790,9600.0
328245,761,190776.0
34205,726,1187104.0
209787,964,486467.0
305287,0,266119.0
441914,790,2880.0
156578,790,119640.0
291490,400,320.4
27488,400,552.0
327037,790,259440.0
328190,790,683052.0
295602,441,1464.0
84024,790,16440.0
379220,810,
202729,790,144000.0
91522,11,
16102,790,14040.0
360084,784,1200.0
448104,917,1129440.0
184504,790,62040.0
176862,790,32160.0
339552,976,1135780.0
40659,246,1032.0
113534,468,272976.0
380338,400,
89001,900,330.0
322753,888,784581.0
178333,790,32400.0
286067,790,0.0
131809,790,554160.0
248857,400,451.2
202749,790,7080.0
133070,810,
16107,790,41520.0
202285,790,8160.0
236224,400,639502.0
205284,810,1175087.0
295337,790,42600.0
260565,663,168.0
208751,175,12.0
190879,423,12.0
49894,790,54480.0
289451,790,44880.0
342419,790,100440.0
306399,749,486467.0
411129,790,10680.0
325777,976,19.2
121955,810,168.0
111328,818,628176.0
294823,139,36000.0
78685,271,
217760,566,2352.0
293328,96,204.0
205345,400,424566.0
208169,400,90.0
294609,400,424566.0
12661,790,265080.0
306452,400,446.28
123591,976,16.8
80211,790,12720.0
36071,810,1320.0
254773,524,312.0
430222,400,424566.0
260906,1066,39.6
413934,888,
437101,790,60120.0
128372,790,26760.0
223961,663,159.6
53906,790,529320.0
286460,464,348.0
276839,790,55032.0
260853,1068,10317.0
64476,538,628176.0
232747,790,40800.0
78093,790,198000.0
248485,790,133440.0
454529,654,147634.0
261243,400,552.0
7158,790,16560.0
216945,790,12960.0
343502,790,700560.0
38352,663,207.6
82212,400,424566.0
23160,917,1225608.0
218795,790,11040.0
169242,790,8400.0
290831,790,9600.0
340701,810,
266900,888,
393252,790,29640.0
139265,790,85152.0
154505,888,23652.0
295427,575,24011928866520.0
427705,790,21480.0
15981,400,424566.0
466366,619,1187104.0
252407,0,768453.0
11524,790,42000.0
276935,810,737315.0
220240,441,1752.0
418585,758,48.0
128684,400,639502.0
73827,19,350726.0
351382,1066,42.0
337051,790,54408.0
191998,790,928800.0
426963,790,76788.0
74080,663,187.2
55974,790,152640.0
85230,790,403560.0
161876,790,19080.0
430726,400,639502.0
183199,761,190776.0
354744,888,
42927,790,9480.0
280473,888,481453.0
389101,888,5400.0
285069,790,30600.0
82849,790,500640.0
161497,400,424566.0
445665,1066,40.8
211924,719,36.0
124030,139,924073.0
74634,790,56280.0
161365,481,628176.0
226891,790,99840.0
350982,400,720.0
160268,888,150169.0
281024,790,103800.0
383221,790,139200.0
21837,202,504.0
337925,810,
296530,771,190776.0
220160,19,309206.0
155028,884,
135697,400,
48166,790,9240.0
217840,586,10317.0
415228,790,270120.0
117565,279,
91451,888,1169076.0
250459,888,48.0
209462,790,3600.0
314442,992,24.0
409793,790,228000.0
234463,790,13080.0
103322,790,228000.0
380438,279,1175087.0
426042,790,6960.0
316696,566,480.0
19020,456,525396.0
54089,790,25680.0
324178,790,303480.0
17843,790,300000.0
39704,790,5520.0
183627,359,2064.0
47034,566,424566.0
9650,810,924073.0
252729,790,563400.0
244347,790,23676.0
372489,810,312.0
186040,1081,807959.0
415923,790,61800.0
153036,790,60000.0
15786,790,132720.0
370301,790,116640.0
264330,400,639502.0
96562,400,424566.0
273279,400,552.0
118535,771,
114317,790,410760.0
227377,888,1203131.0
181208,917,372121201236.0
172489,790,5508.0
282153,400,712.8
362738,344,324.0
156491,927,108.0
318179,790,50484.0
412751,917,313200.0
154571,790,6000.0
130788,888,612841.0
269635,790,27600.0
69333,790,8520.0
75102,790,418800.0
239884,566,639502.0
257804,888,
438383,19,30603.0
236926,631,360.0
8057,790,27600.0
69778,790,43680.0
13825,888,350726.0
106470,0,318178.0
52490,1066,54.0
381186,888,424566.0
81674,400,424566.0
368721,719,593897.0
54397,790,4920.0
255226,790,9480.0
431731,400,552.0
118802,19,350726.0
283388,888,62760.0
173114,400,
278603,917,5400246024.0
110616,771,190776.0
283448,719,593897.0
85911,888,12.0
419026,222,12.0
339273,400,424566.0
261152,790,57600.0
157413,888,269942.0
263947,888,1337182.0
56849,790,12360.0
42660,698,6720.0
443466,790,29160.0
105647,277,122.4
325218,888,1297729.0
14311,107,190776.0
65766,738,1812.0
357147,141,12.0
94017,120,1187104.0
8748,790,20160.0
401919,1097,528.0
143007,888,114744.0
403323,945,216.0
247187,202,36.0
206134,423,190776.0
240558,790,15960.0
287892,888,6240.0
75790,790,9360.0
353264,790,65880.0
160967,917,9876.0
149,888,2700.0
115895,790,820056.0
81133,102,396934.0
189005,566,424566.0
121365,790,240480.0
231065,888,
347277,524,686768.0
341688,790,3480.0
89629,468,272976.0
396258,888,259314.0
102286,468,272976.0
428803,790,0.0
260596,400,424566.0
401896,790,15480.0
318505,400,
246503,790,76920.0
41217,790,75480.0
388988,790,52200.0
260039,790,179400.0
453040,790,257400.0
80995,790,9000.0
109506,19,
538,188,10317.0
197999,400,552.0
24511,333,
87033,810,30.0
125461,790,68760.0
189020,810,639502.0
44912,917,
66633,810,628176.0
366208,400,720.0
402314,790,3120.0
23828,790,179880.0
450462,771,
239227,140,1144008.0
280322,1054,
326015,790,37572.0
266926,790,36600.0
404234,189,61.2
258461,917,67860.0
281998,468,24.0
421654,790,34680.0
280234,790,16200.0
414448,400,424566.0
357219,638,12.0
460567,810,288.0
407242,981,463202.0
133786,740,60.0
244404,619,12000.0
363230,400,
392582,810,540.0
199,790,27480.0
130969,631,988555.0
62438,917,1107526.0
429,790,57600.0
264003,654,98.4
330668,188,10317.0
395302,810,2520.0
161080,19,350726.0
180877,283,1255289.0
454179,790,5160.0
181821,758,24.0
280645,790,6120.0
105166,663,168.0
86799,400,639502.0
424766,139,1124986.0
118743,790,615600.0
72804,758,12288.0
259898,120,923584.0
122775,400,639502.0
140861,202,13308.0
58956,790,9000.0
333436,400,78.0
354744,888,1284577.0
386010,888,1135780.0
397000,888,1141052.0
315708,810,
43570,790,33000.0
79965,888,618514.0
351345,202,75732.0
425541,790,78120.0
324988,888,1164666.0
356820,888,42072.0
13037,400,458.4
132245,790,51360.0
62308,790,10584.0
282038,441,
236355,0,36.0
247911,19,639502.0
71466,888,1551816.0
167788,790,525360.0
331331,790,15000.0
341982,790,69372.0
2828,400,552.0
44141,607,1146011.0
455732,810,628176.0
428307,917,84.0
53516,790,32400.0
396654,810,628176.0
427301,761,495356.0
75,790,181800.0
31253,324,
89177,790,52800.0
329251,790,24120.0
299626,790,16560.0
262587,790,7320.0
87332,884,
40882,1050,964443.0
349207,917,5819940.0
363089,917,38928.0
43071,400,424566.0
223780,790,21132.0
312390,758,1187104.0
393824,790,296280.0
408162,888,1151795.0
340952,125,144.0
38491,888,2468148.0
294973,790,21720.0
281485,790,19800.0
169380,1066,424566.0
208666,790,23040.0
305868,400,552.0
438494,611,12.0
35578,619,3000.0
433685,810,375.6
31641,790,59280.0
351100,400,424566.0
359405,888,
306904,790,879360.0
99240,790,7788.0
163670,19,309206.0
407431,888,6660.0
286324,400,424566.0
365375,790,13320.0
333398,790,30720.0
120707,790,36096.0
126006,102,396934.0
444761,790,223080.0
437898,790,100440.0
454805,790,11400.0
379110,140,840.0
120272,790,3240.0
415012,299,424566.0
87166,888,23604.0
338228,790,317496.0
292093,1054,
87513,464,264.0
104526,790,189360.0
319230,400,639502.0
62204,0,386093.0
140262,964,769062.0
420652,566,424566.0
386164,790,91200.0
460066,439,1302691.0
404848,271,2100.0
109493,790,149640.0
330923,888,24156.0
177549,790,457680.0
19792,468,272976.0
58320,790,313920.0
408084,771,15.6
176545,400,639502.0
383551,400,
135904,810,120.0
309601,771,639502.0
184095,790,57840.0
12186,976,1135780.0
35531,663,187.2
132220,575,19461.0
52527,400,712.8
32500,281,1227698.0
81356,120,188051.0
149777,320,12.0
378233,619,1187104.0
105887,888,4020.0
312773,658,21600.0
433974,333,639502.0
444455,790,191040.0
440290,441,432.0
142957,888,
359995,790,274200.0
357879,771,
363567,917,62640.0
306886,790,361440.0
390105,790,7920.0
62829,790,15600.0
409056,790,23400.0
43173,98,1169762.0
107382,456,85.2
360378,888,424566.0
185061,790,165480.0
180292,465,145688.0
4455,400,
400480,400,639502.0
5130,790,12720.0
296791,790,30480.0
362680,790,28200.0
256766,400,424566.0
146067,790,6840.0
236323,810,
400308,790,65412.0
331185,810,
270383,790,88320.0
188386,810,360.0
163785,441,240.0
460471,464,252.0
343034,790,93960.0
414353,998,48.0
406711,790,26160.0
131057,1035,2.4
175389,790,6840.0
376289,441,
340394,575,24011928651336.0
300362,790,250680.0
124143,400,424566.0
109118,188,96000.0
384299,11,
271243,790,48480.0
30305,400,708.0
182572,790,204360.0
421698,790,121080.0
238713,663,145.2
117362,400,2940.0
431273,11,
360542,790,28692.0
53808,189,819637.0
2627,790,57840.0
252566,1066,1020.0
400515,542,12.0
20153,314,32.4
30949,790,53160.0
103798,663,169.2
226584,1064,952750.0
286787,790,115920.0
80828,810,
270392,790,79920.0
334168,790,16920.0
18576,964,2760.0
391280,790,81840.0
445366,400,
412369,1066,639502.0
460355,893,24.0
189326,888,
62034,566,189174.0
42411,468,272976.0
408961,720,404373.0
176840,790,11160.0
266453,400,639502.0
360259,917,59220.0
166793,575,104387394750648.0
384850,188,1800.0
316090,400,
113615,790,134040.0
186895,515,48.0
406342,1066,50.4
36764,19,350726.0
341642,314,
265027,611,3072.0
69300,771,15.6
379026,607,628176.0
462885,888,408072.0
355381,790,110880.0
10405,790,5640.0
221908,810,
375630,790,132576.0
242074,19,639502.0
269631,790,449160.0
7450,790,69120.0
265539,720,9600.0
254655,790,28680.0
381145,726,545395.0
424629,400,2460.0
369558,441,4320.0
269610,790,7680.0
3415,790,15600.0
215658,663,192.0
46655,761,190776.0
49203,917,590700.0
427246,790,77724.0
234126,810,3564.0
257842,790,727920.0
386285,400,424566.0
438826,720,2400.0
257308,790,38160.0
227798,888,1297729.0
48034,790,31320.0
459148,790,52920.0
53263,400,424566.0
230577,917,19320.0
285586,790,54480.0
287108,400,
245249,790,11675.28
48628,887,545395.0
86560,468,272976.0
290473,761,190776.0
187906,790,4440.0
162250,884,
322335,790,87840.0
178946,790,33000.0
100687,400,424566.0
37730,790,371880.0
249378,790,193200.0
142797,720,540.0
300909,790,32640.0
304444,400,456.0
107229,566,600.0
90760,790,12840.0
142123,790,76560.0
45140,790,358080.0
137360,790,33600.0
343580,790,11040.0
316475,631,988555.0
61429,810,424566.0
362705,400,424566.0
354602,790,161892.0
284548,893,12.0
248602,790,8628.0
382464,790,447360.0
45912,790,752400.0
29747,400,424566.0
195237,888,1302768.0
54323,790,4440.0
311363,1054,639502.0
350083,790,146040.0
202729,790,158640.0
315666,790,15960.0
89252,790,59400.0
275475,1021,348.0
313568,790,193560.0
97397,945,240.0
126806,790,77760.0
12302,314,813443.0
27104,566,672.0
399026,790,51840.0
451933,790,20400.0
167187,400,424566.0
458864,761,190776.0
54634,790,29160.0
447204,758,24.0
30713,400,552.0
334937,762,424566.0
357042,790,35640.0
322555,771,
354744,888,628176.0
305360,790,4080.0
194964,790,262800.0
313008,976,1135780.0
307296,790,377640.0
197159,790,12480.0
4194,888,879440.0
278500,790,223440.0
58217,790,37680.0
57011,19,350726.0
66233,810,2760.0
170408,790,28560.0
138230,790,28680.0
107376,790,46080.0
368806,917,9704604.0
222509,663,187.2
418390,790,68400.0
294289,888,312888.0
6013,542,924073.0
236497,917,12143892.0
465212,98,120.0
116622,441,612.0
317857,400,552.0
264281,790,56040.0
134767,790,449280.0
447533,1054,639502.0
112505,400,552.0
168751,790,30240.0
152127,104,10317.0
384872,219,424566.0
167425,790,9360.0
175974,888,24.0
131887,468,272976.0
453133,619,1920.0
329854,631,988555.0
59137,400,716.4
206126,964,2640.0
21568,761,51.6
18877,790,15720.0
414818,619,3840.0
298237,784,12.0
160277,790,66240.0
445596,810,424566.0
243380,888,319157.0
71247,964,2760.0
305089,790,7680.0
325143,671,12.0
54068,976,1135780.0
465487,669,1135780.0
377758,784,120.0
234213,719,593897.0
101001,441,628176.0
210846,790,20520.0
377804,888,1212.0
201822,566,321.6
154297,964,2760.0
13286,297,424566.0
44563,969,628176.0
259724,441,264.0
373085,790,21480.0
87938,619,1187104.0
188209,888,60216.0
268739,790,19920.0
346009,790,120480.0
36485,790,11280.0
170277,888,1297729.0
382902,810,424566.0
92394,790,274320.0
230304,400,
104069,790,30000.0
67207,790,48840.0
329549,758,1187104.0
44009,790,17280.0
317292,1054,639502.0
362397,538,1146011.0
435528,790,32160.0
198650,400,639502.0
383599,790,115800.0
179718,884,
250291,810,
201419,188,10317.0
232835,810,624.0
227711,964,1128577.0
289800,790,75960.0
258986,976,22.32
71831,964,1128577.0
14856,884,
461116,790,29184.0
247492,790,22440.0
212415,790,97776.0
195626,810,336.0
137301,790,13800.0
457281,790,15360.0
128509,400,424566.0
340329,790,90720.0
254233,400,
416449,790,124740.0
265867,953,96000.0
454461,761,190776.0
129382,790,165240.0
401075,400,
290229,790,143880.0
274057,790,13320.0
139135,645,1920.0
381352,917,
437188,790,50880.0
450179,790,170880.0
301113,790,22800.0
32221,790,40440.0
256546,888,1284577.0
319908,790,14088.0
296421,790,281880.0
102821,917,27948.0
295055,790,19200.0
80561,810,424566.0
396368,964,1128577.0
48699,745,357.6
93317,139,924073.0
75275,671,360.0
95123,538,1146011.0
